GRUPO,SUB GRUPO,CÓDIGO,NOME,MEDIDA,PREÇO ,RENDIMENTO
BEBIDAS ALCOOLICAS,DESTILADOS,1050503900,Branca Fernet Italy 39 Aperitivo,LITRO,"R$117,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050502500,"Cachaca Aptk Prata Grf 0,750 Ml",LITRO,"R$30,21",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050502300,Cachaca Dona Filo Prata,LITRO,"R$50,67",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050524900,Cachaca Espirito De Minas - L,LITRO,"R$87,14",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050526200,Cachaça Leblon 750Ml,LITRO,"R$111,53","1,1"
BEBIDAS ALCOOLICAS,DESTILADOS,1050530300,Cachaça Leblon Merlet,LITRO,"R$111,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050502600,Cachaca Princesa Isabel Jaqueira 500Ml,LITRO,"R$204,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531300,Cachaca Princesa Isabel Prata - L,LITRO,"R$107,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050529300,Cachaça Weber Haus 7 Madeiras 750 Ml,LITRO,"R$92,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050503000,Campari Gfa,LITRO,"R$44,36",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050529500,Carpano Dry,LITRO,"R$114,98",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050529600,Cognac Brandy Jerez Carlos,LITRO,"R$267,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050503600,Cognac Hennessy,LITRO,"R$671,83",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050511100,Cognac Osborne,LITRO,"R$108,26",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050503700,Cognac Remy Martin Vsop Gfa,LITRO,"R$668,51",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508000,Cointreau Gfa,LITRO,"R$132,67",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050529700,Conhaque Brandy Metaxa  12 Anos,LITRO,"R$318,47",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050529800,Conhaque Remy Martin Xo Excellence,LITRO,"R$2.322,21",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531000,Cultura Pisco 1L,LITRO,"R$190,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530800,Cynar 70,LITRO,"R$107,72",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050529900,Dewars 18 Anos,LITRO,"R$514,58",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050519600,Dewars 25 Anos,LITRO,"R$986,12",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050514400,El Jimador Prata,LITRO,"R$107,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530500,Fee Brothers Old Fashioned,LITRO,"R$75,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050528500,Fernet Andino - L,LITRO,"R$128,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050504100,Gentleman Jack  - L,LITRO,"R$177,90",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530000,Gin Amazzoni,LITRO,"R$92,93",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050504500,Gin Bombay Sapphire 12X750 Ml,LITRO,"R$111,47",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531700,Gin Bombay Star Off 750 Ml,LITRO,"R$320,33",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050526900,Gin Classic San Basile,LITRO,"R$51,21",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050533700,Gin Fords London - L,LITRO,"R$159,87",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050504700,Gin Hendricks,LITRO,"R$137,34",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050504800,Gin Japones Roku,LITRO,"R$144,84",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050505000,Gin Monkey 47 500Ml,LITRO,"R$488,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050533100,Gin Monkey 47 Schwarzwald Sloe,LITRO,"R$466,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530100,Gin Oxley,LITRO,"R$331,43",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050505100,Gin Single Fin,LITRO,"R$64,29",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050505200,Gin Tanqueray,LITRO,"R$115,98",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050505700,Gin The Botanist Scotch Dry Gr 700,LITRO,"R$270,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050505800,Glenfiddich 12 Anos Gfa,LITRO,"R$464,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050505900,Glenlivet Founders Reserve - L,LITRO,"R$265,33",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050506000,Grappa Casa Bucco Prata,LITRO,"R$211,72",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050506100,Havana Club 3 Anos Gfa,LITRO,"R$106,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050506200,Havana Club 7 Anos Gfa,LITRO,"R$108,05",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530200,Herradura Anejo,LITRO,"R$333,20",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050532400,High West Bourbon,LITRO,"R$400,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050533800,Jack Daniels Single Barrel - L,LITRO,"R$314,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050506600,Jerez Oloroso,LITRO,"R$382,43",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050524400,Le Fruit Pure Monin Pessego - L,LITRO,,1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507000,Licor 43 Diego Zamora Gfa,LITRO,"R$168,57",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050527100,Licor Alkermes,LITRO,"R$108,57",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507200,Licor Amaretto Dell Orso 6X700Ml,LITRO,"R$84,14",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507300,Licor Baileys,LITRO,"R$135,49",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507500,Licor Benedictine Dom,LITRO,"R$426,67",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507600,Licor Bizantino,LITRO,"R$89,35",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508700,Licor Cassis,LITRO,"R$150,35",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530400,Licor Cedilla De Acai,LITRO,"R$61,18",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507900,Licor Chartreuse Amarelo,LITRO,"R$550,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050507800,Licor Chartreuse Green,LITRO,"R$560,91",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050533000,Licor Cointreau Noir,LITRO,"R$155,36",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508800,Licor Creme Cafe Kahlua,LITRO,"R$84,01",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508300,Licor De Café,LITRO,"R$257,28",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508400,Licor Disaronno,LITRO,"R$257,41",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508500,Licor Drambuie,LITRO,"R$192,37",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050524600,Licor Grand Marnier Cordon Rouge 700Ml,LITRO,"R$253,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050508600,Licor Heering Cherry,LITRO,"R$265,74",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050509200,Licor Luxardo Bitter Bianco,LITRO,"R$176,05",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050509300,Licor Luxardo Maraschino,LITRO,"R$272,18",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050509700,Licor St Germain,LITRO,"R$466,67",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050509900,Licor Tia Maria,LITRO,"R$210,35",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050509100,Limoncello Villa Massa 30O Licor 700,LITRO,"R$198,92",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530900,Macallan Rare Cask,LITRO,"R$3.485,57",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531100,Martini Riserva Ambrato,LITRO,"R$140,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050516000,Martini Rubino,LITRO,"R$207,20",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050502400,Mato Dentro Carvalho,LITRO,"R$80,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050530700,Mato Dentro Umburana,LITRO,"R$80,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531200,Matriarca Jaqueira,LITRO,"R$50,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050510700,Mezcal - L,LITRO,"R$900,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050511600,Pisco Queirolo Quebranta Gfa,LITRO,"R$233,33",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050511800,Princesa Isabel Jequitiba Rosa,LITRO,"R$147,48",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050512400,Rum Bacardi 4 Anos 750Ml,LITRO,"R$105,18",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050512600,Rum Bacardi Carta Branca,LITRO,"R$36,62",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050513000,Rum Bacardi Superior 8 Anos,LITRO,"R$219,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531400,Rum Mount Gay Black Barrel Gold,LITRO,"R$575,71",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531500,Rum Mount Gay Xo Gold,LITRO,"R$953,04",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531600,Rum Zacapa,LITRO,"R$465,10",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050513500,Tequila 1800 Cristalino,LITRO,"R$398,57",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050513600,Tequila 1800 Reposado 750 Ml,LITRO,"R$248,62",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050513700,Tequila 1800 Silver 750 Ml,LITRO,"R$260,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050513800,Tequila Clase Azul Reposado,LITRO,"R$3.333,33",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050513900,Tequila Classe Azul Prata,LITRO,"R$3.066,56",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050514200,Tequila Don Julio Blanco,LITRO,"R$269,62",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050514700,Tequila Herradura Plata 750Ml,LITRO,"R$255,49",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050515100,Vermouth Antica Formula,LITRO,"R$301,74",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050503100,Vermouth Carpano Bianco,LITRO,"R$82,99",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050515300,Vermouth Carpano Classico,LITRO,"R$72,64",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050515400,Vermouth Carpano Punt E Mês,LITRO,"R$121,76",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531800,Vermouth Dolin Blanc Gf,LITRO,"R$120,49",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050531900,Vermouth Dolin Dry Gf,LITRO,"R$148,25",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050515600,Vermouth Dolin Rouge Gf,LITRO,"R$129,52",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050532800,Vermouth Martini Rosato - L,LITRO,"R$45,98",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050501100,Vermouth Martini Rosso,LITRO,"R$45,79",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050515900,"Vermouth Noilly Prat Dry - Un C/ 0,75L",LITRO,"R$88,57",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050528600,Vermouth Rosso San Basile,LITRO,"R$76,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050532000,Vermute Circollo Dry,LITRO,"R$46,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050527300,Vermute Merlot Quinado,LITRO,"R$100,38",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050515500,Vermuth 1757 1L,LITRO,"R$149,52",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050516400,Vod.Grey Goose  Citron,LITRO,"R$153,08",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050517100,Vodka Grey Goose,LITRO,"R$127,02",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050517700,Vodka Ketel One,LITRO,"R$84,21",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050527000,Vodka San Basile - Un C/ 950Ml,LITRO,"R$63,15",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050517900,Vodka Stolichnaya,LITRO,"R$90,85",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050517500,Vodka Suntory Haku,LITRO,"R$181,35",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050532100,Whisky Aberlour 14 Anos,LITRO,"R$617,94",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050532300,Whisky Bruichladdich Charlotte,LITRO,"R$956,46",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050518600,Whisky Bruichladdich Laddies,LITRO,"R$1.042,01",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050518800,Whisky Buffalo Trace,LITRO,"R$169,11",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050518900,Whisky Bulleit Bourbon,LITRO,"R$213,30",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050519000,Whisky Chivas Regal 12 Anos,LITRO,"R$93,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050519200,Whisky Chivas Regal 18 Anos,LITRO,"R$469,20",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050519400,Whisky Dewars 12 Anos 750 Ml,LITRO,"R$114,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050519500,Whisky Dewars 15 Anos 750 Ml,LITRO,"R$127,40",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050534800,Whisky Glenlivet 12 Anos - L,LITRO,"R$404,95",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050520200,Whisky Hakushu Reserve,LITRO,"R$1.044,83",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050520300,Whisky Hibiki Japanese,LITRO,"R$888,32",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050520500,Whisky Jack Daniels - L,LITRO,"R$131,85",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050520700,Whisky Jameson 8 Anos 750Ml,LITRO,"R$86,67",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050532200,Whisky Jim Beam Bourbon,LITRO,"R$100,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050520900,Whisky Jim Beam Rye,LITRO,"R$189,95",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521100,Whisky Johnnie Walker Black Label,LITRO,"R$146,99",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521200,Whisky Johnnie Walker Green Label,LITRO,"R$493,88",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521300,Whisky Laphroaig Single Malt 10 Anos,LITRO,"R$586,53",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521400,Whisky Macallan Duble Cask 12 Anos,LITRO,"R$947,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521500,Whisky Macallan Duble Cask 15 Anos,LITRO,"R$1.824,74",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521600,Whisky Macallan Sherry Oak Cask 12 Anos,LITRO,"R$941,42",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521700,Whisky Makers Mark,LITRO,"R$180,00",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521800,Whisky Royal Salute Azul,LITRO,"R$1.167,94",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050521900,Whisky Single Malt Ardbeg,LITRO,"R$689,43",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050522000,Whisky Single Malt Glenlivet Founders Reserve,LITRO,"R$298,73",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050522200,Whisky Suntory Chita,LITRO,"R$621,71",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050524500,Whisky Talisker 10 Anos,LITRO,"R$494,13",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050522300,Whisky The Macallan Doub Cask 18 Anos,LITRO,"R$4.434,80",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050522500,Whisky Yamazaki,LITRO,"R$1.271,91",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050522900,Xarope De Cranberry,LITRO,"R$69,95",1
BEBIDAS ALCOOLICAS,DESTILADOS,1050523400,"Xarope Monin Amendoas - Un C/ 0,7L",LITRO,"R$64,28",1
BEBIDAS ALCOOLICAS,ESPUMANTE,1150500200,Espumante Casa Perini Brut Prosecco,LITRO,"R$48,66",1
BEBIDAS ALCOOLICAS,SECOS,1005518700,Vinho Jerez Tio Pepe,LITRO,"R$180,00",1
BEBIDAS ALCOOLICAS,SUCOS,1102002400,Xarope De Flor De Sabugueiro - L,LITRO,"R$67,79",1
ALIMENTOS,DOCES,1000500400,Chocolate 1/2 Amargo Person,UNID,"R$0,62",1
ALIMENTOS,HORTIFRUTI,1001506100,Cereja Amarena Fechado,KG,"R$112,90",1
ALIMENTOS,HORTIFRUTI,1001506100,Cereja Amarena Aberto,KG,"R$112,90",2
ALIMENTOS,MOLHOS,1003501600,Molho Ingles Lea Perris,LITRO,"R$833,33",1
ALIMENTOS,SECOS,1005502000,Alcaparrones Fechado,KG,"R$141,50",1
ALIMENTOS,SECOS,1005502000,Alcaparrones Aberto,KG,"R$141,50","1,77"
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Alcool De Cereal (5Litros),UNID,"R$15,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Base Aperol Spritz,LITRO,"R$46,40",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Base Negroni Hendryx,LITRO,"R$186,68",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Blend Vermoute,LITRO,"R$59,50",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Blend Vermouth,LITRO,"R$13,96",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Bloody Mix,LITRO,"R$11,26",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Boulevardie,UNID,"R$105,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Cold Brew,LITRO,"R$15,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Cordial Amora,LITRO,"R$46,35",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Cordial Framboesa,UNID,"R$160,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Cordial Lichia C/ Maracuja,LITRO,"R$163,47",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Cordial Roma,LITRO,"R$48,96",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Detox Amarelo,LITRO,"R$15,00",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Detox Verde,LITRO,"R$15,00",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Detox Vermelho,LITRO,"R$15,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Dry Martini,UNID,"R$45,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Ginger Alle,LITRO,"R$15,50",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Hisbisco Concentrado,LITRO,"R$23,20",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Infusao De Hibisco,LITRO,R$-,1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Mira,UNID,R$-,1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Negroni,UNID,"R$80,00",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Pantera Rosa,LITRO,"R$28,48",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Pantera Rosa,LITRO,"R$9,46",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Pure De Pessego Branco,KG,"R$71,92",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Shurb Hortela,LITRO,"R$22,07",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Sumo De Gengibre,LITRO,"R$14,54",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Watermelon Negroni,LITRO,"R$43,86",1
BEBIDAS ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Xarope De Açucar,UNID,"R$10,00",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Xarope De Mel,UNID,"R$25,00",1
BEBIDAS NÃO ALCOOLICAS,MANIPULADOS/PRODUZIDOS,SUB RECEITA,Xarope Rapadura,LITRO,"R$10,00",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100000100,Agua Com Gas Pet - Un,UNID,,1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100000500,Agua Garrafa Pet Com Gas - Un,UNID,"R$2,70",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100003000,Agua Sem Gas Lata 310Ml,UNID,"R$3,49",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100003100,Agua Com Gas Lata 310Ml - Un,UNID,"R$4,02",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100000000,Agua Panna,UNID,"R$13,38",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100001000,Agua Pet Sem Gas 510Ml - Un,UNID,"R$2,87",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100002500,Agua Prata Com Gas 510Ml - Un,UNID,"R$3,21",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100001100,Agua Prata Com Gas Vidro,UNID,"R$2,57",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100001200,Agua Prata Sem Gas Vidro,UNID,"R$2,59",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100002A00,Agua Minalba Sem Gas Vidro,UNID,"R$4,49",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100002900,Agua Minalba Com Gas Vidro,UNID,"R$5,19",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100001800,Agua San Pellegrino,UNID,"R$14,04",1
BEBIDAS NÃO ALCOOLICAS,CHAS E CAFES,1100500500,Capsula Expresso,UNID,R$-,1
BEBIDAS NÃO ALCOOLICAS,CHAS E CAFES,1100500200,Cafe Em Grao - Kg,LITRO,"R$198,00",1
BEBIDAS NÃO ALCOOLICAS,DESTILADOS,1050523200,Xarope Monin Maca Verde,LITRO,"R$69,57",1
BEBIDAS NÃO ALCOOLICAS,GELO,1101000600,Gelao Pct C/ 25Un,UNID,"R$2,27",1
BEBIDAS NÃO ALCOOLICAS,GELO,1101000700,Gelo Collins,UNID,"R$2,42",1
BEBIDAS NÃO ALCOOLICAS,GELO,1101000300,Gelo Esfera 60 Mm,UNID,"R$4,58",1
BEBIDAS NÃO ALCOOLICAS,GELO,1101000400,Gelo Hoshizaki - Kg,UNID,"R$3,14",1
BEBIDAS NÃO ALCOOLICAS,HORTIFRUTI,1001509600,Laranja Bahia,KG,"R$10,80",1
BEBIDAS NÃO ALCOOLICAS,HORTIFRUTI,1001510000,Limao Siciliano,KG,"R$15,40",1
BEBIDAS NÃO ALCOOLICAS,HORTIFRUTI,1001510100,Limao Tahiti,KG,"R$3,02",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101500500,Coca Cola Lata,UNID,"R$3,24",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101500900,Coca Cola Lata Zero,UNID,"R$3,94",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101500700,Coca Cola Vidro,UNID,"R$5,16",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101501100,Coca Zero Vidro,UNID,"R$5,16",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101501500,Guarana Antartica Lt,UNID,"R$3,47",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101501900,Guarana Zero Lt,UNID,"R$3,39",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101502600,Prata Tonica Zero - Un,LITRO,"R$6,95",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101503700,Tonica Riverside,UNID,"R$7,50",1
BEBIDAS NÃO ALCOOLICAS,REFRIGERANTES,1101505100,Xarope Monin Pessego,LITRO,"R$44,99",1
BEBIDAS NÃO ALCOOLICAS,SECOS,1005503900,Azeitona Verde Siciliana,KG,"R$137,93",1
BEBIDAS NÃO ALCOOLICAS,SECOS,1005524200,Biscoito Amenteigado - Un,UNID,"R$100,40",1
BEBIDAS NÃO ALCOOLICAS,SECOS,1005506200,Clara De Ovo Pasteurizada,KG,"R$18,45",1
BEBIDAS NÃO ALCOOLICAS,SECOS,1005510400,Gengibre Em Calda,KG,"R$244,10",1
BEBIDAS NÃO ALCOOLICAS,SUCOS,1102001300,Suco De Maca - Un,LITRO,"R$6,58",1
BEBIDAS NÃO ALCOOLICAS,AGUAS,1100000300,Agua De Coco Kero Coco - L,LITRO,"R$15,14",1
BEBIDAS NÃO ALCOOLICAS,SUCOS,1102000200,Del Valle Maca - L,LITRO,"R$10,37",1
BEBIDAS NÃO ALCOOLICAS,SUCOS,1102001700,Suco De Tomate,LITRO,"R$19,41",1
BEBIDAS NÃO ALCOOLICAS,SUCOS,1102001600,Suco Tangerina,UNID,"R$10,43",1
BEBIDAS NÃO ALCOOLICAS,SUCOS,1102001800,Suco Uva,UNID,"R$8,88",1
VINHOS,CHAMPAGNE,1150002500,Pol Roger Brut 750Ml,UNID,"R$746,02",1
VINHOS,CHAMPAGNE,1150001500,Jacopo Biondi Santi Braccale Toscana Igt,UNID,"R$183,98",1
VINHOS,CHAMPAGNE,1150002900,Veuve Clicquot Brut 750Ml - Un,UNID,"R$331,15",1
VINHOS,CHAMPAGNE,1150003000,Moet Chandon Imperial Brut 750Ml - Un,UNID,"R$306,89",1
VINHOS,ESPUMANTE,1150500702,Cava Amadeu Brut Geisse,UNID,"R$71,05",1
VINHOS,ESPUMANTE,1150502300,Prosecco Asolo Brut - Un,UNID,"R$162,02",1
VINHOS,VINHO BRANCO,1151500600,Cardamore Pinot Grigio Sicilia,UNID,"R$66,16",1
VINHOS,VINHO BRANCO,1151502000,Dolee Friulano,UNID,"R$414,25",1
